from_cinema,to_cinema,from_nearest_station,to_nearest_station,walk_from_cinema_to_station_min,metro_in_vehicle_min_est,walk_station_to_cinema_min,total_metro_transfer_min_est,note
和平影都,SFC动漫主题影院（美罗城店）,People's Square,Xujiahui,6.6,14.6,7.1,28.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,SFC永华电影荟（世纪汇店）,People's Square,Pudian Road,6.6,14.6,11.3,32.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,UME影城（上海新天地店）,People's Square,South Huangpi Road,6.6,2.8,9.3,18.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,万达影城（五角场万达广场激光IMAX店）,People's Square,Jiangwan Stadium,6.6,23.7,8.2,38.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,万达影城（崇明万达广场店）,People's Square,North Jiangyang Road,6.6,54.6,333.7,394.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,万达影城（金山万达广场店）,People's Square,Minhang Development Zone,6.6,73.4,390.8,470.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海大光明电影院,People's Square,People's Square,6.6,0.0,9.9,16.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海市沪北电影院,People's Square,North Xizang Road,6.6,8.3,13.9,28.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海影城SHO,People's Square,Jiaotong University,6.6,12.7,8.3,27.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海百丽宫影城（万象城店）,People's Square,Longbai Xincun,6.6,30.5,15.7,52.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海百丽宫影城（环贸iapm店）,People's Square,South Shaanxi Road,6.6,6.0,8.2,20.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海百丽宫影城（长宁来福士店）,People's Square,Zhongshan Park,6.6,13.1,9.2,28.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海百丽宫影城（陆家嘴中心店）,People's Square,Shangcheng Road,6.6,14.6,6.4,27.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海百美汇影城（静安嘉里中心店）,People's Square,Jing'an Temple,6.6,6.7,10.1,23.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海科技影城,People's Square,South Shaanxi Road,6.6,6.0,13.6,26.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海美琪大戏院,People's Square,West Nanjing Road,6.6,3.3,10.1,19.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,上海艺海剧院,People's Square,West Nanjing Road,6.6,3.3,17.6,27.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,世纪友谊影城（LUXE南方商城店）,People's Square,Lianhua Road,6.6,32.2,8.9,47.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,临港演艺中心,People's Square,Dishui Lake,6.6,125.4,13.6,145.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,久事·上海商城剧院,People's Square,Jing'an Temple,6.6,6.7,8.0,21.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,九棵树未来艺术中心,People's Square, Jingping Road,6.6,64.1,166.7,237.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,佰映三克映画,People's Square,Changping Road,6.6,9.6,15.1,31.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,兰心大戏院,People's Square,South Shaanxi Road,6.6,6.0,10.7,23.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,博悦汇影城(BFC外滩金融中心店),People's Square,Lujiazui,6.6,6.3,19.6,32.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,嘉定影剧院,People's Square,North Jiading,6.6,72.1,28.9,107.5,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,国泰电影院,People's Square,South Shaanxi Road,6.6,6.0,7.2,19.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,天山电影院-宛平剧院影城,People's Square,Shanghai Stadium,6.6,17.3,15.1,39.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,天山电影院-虹桥艺术中心旗舰店,People's Square,Loushanguan Road,6.6,16.4,5.4,28.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,寰映影城（大融城店）,People's Square,Xingzhi Road,6.6,23.6,14.0,44.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,星轶STARX影剧院（上海宝山日月光店）,People's Square,Changzhong Road,6.6,29.2,12.2,48.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,曹杨影城,People's Square,Fengqiao Road,6.6,17.8,12.9,37.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,朵云轩杜比全景声影城,People's Square,Longcao Road,6.6,20.4,12.1,39.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,沪东工人文化宫东宫影剧院,People's Square,Ningguo Road,6.6,18.1,23.0,47.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
和平影都,黄浦剧场,People's Square,Qufu Road,6.6,2.7,13.0,22.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,CGV影城（松江印象城杜比ULTRA 4DX店）,North Jiading,Songjiang University Town,28.9,125.8,22.3,177.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,CGV影城（白玉兰广场IMAX店）,North Jiading,Tilanqiao,28.9,78.8,6.2,113.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,CGV影城（青浦天空万科广场IMAX店）,North Jiading,East Xujing,28.9,89.2,36.5,154.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,CMG融媒影城,North Jiading,Longhua Middle Road,28.9,76.4,16.5,121.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,MOViE MOViE影城（前滩太古里店）,North Jiading,Oriental Sports Center,28.9,84.5,5.9,119.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,SFC上影影城（丁香路LUXE店）,North Jiading,Middle Yanggao Road,28.9,88.7,10.1,127.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,SFC上影影城（国华广场店）,North Jiading,Jiangwan Stadium,28.9,88.3,12.6,129.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,SFC上影影城（港汇永华IMAX激光店）,North Jiading,Xujiahui,28.9,69.3,8.7,106.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,SFC上影百联影城（八佰伴IMAX店）,North Jiading,Shangcheng Road,28.9,86.1,8.1,123.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,SFC动漫主题影院（美罗城店）,North Jiading,Xujiahui,28.9,69.3,7.1,105.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,SFC永华电影荟（世纪汇店）,North Jiading,Pudian Road,28.9,86.7,11.3,126.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,UME影城（上海新天地店）,North Jiading,South Huangpi Road,28.9,72.1,9.3,110.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,万达影城（五角场万达广场激光IMAX店）,North Jiading,Jiangwan Stadium,28.9,88.3,8.2,125.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,万达影城（崇明万达广场店）,North Jiading,North Jiangyang Road,28.9,119.2,333.7,481.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,万达影城（金山万达广场店）,North Jiading,Minhang Development Zone,28.9,128.1,390.8,547.8,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海大光明电影院,North Jiading,People's Square,28.9,72.1,9.9,110.9,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海市沪北电影院,North Jiading,North Xizang Road,28.9,75.8,13.9,118.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海影城SHO,North Jiading,Jiaotong University,28.9,66.5,8.3,103.6,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海百丽宫影城（万象城店）,North Jiading,Longbai Xincun,28.9,82.4,15.7,127.0,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海百丽宫影城（环贸iapm店）,North Jiading,South Shaanxi Road,28.9,70.6,8.2,107.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海百丽宫影城（长宁来福士店）,North Jiading,Zhongshan Park,28.9,62.1,9.2,100.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海百丽宫影城（陆家嘴中心店）,North Jiading,Shangcheng Road,28.9,86.1,6.4,121.3,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海百美汇影城（静安嘉里中心店）,North Jiading,Jing'an Temple,28.9,65.4,10.1,104.4,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海科技影城,North Jiading,South Shaanxi Road,28.9,70.6,13.6,113.1,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海美琪大戏院,North Jiading,West Nanjing Road,28.9,68.8,10.1,107.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,上海艺海剧院,North Jiading,West Nanjing Road,28.9,68.8,17.6,115.2,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
嘉定影剧院,世纪友谊影城（LUXE南方商城店）,North Jiading,Lianhua Road,28.9,86.9,8.9,124.7,"Estimated: nearest-station walk at 4.5km/h + 5m station access each side; MetroFlow 2017 station graph edge speed model, not live timetable."
